NUMB1120	YearN	H	HFIX	NUST	OES
2084	2031	7600	1	72	5
2088	2031	8300	1	450	2
3003	2031	2200	1	21	1
3007	2031	7543	1	6	4
3011	2031	7335	1	206.4	6
3014	2031	3720	1	40	2
3015	2031	1000	1	3	5
3032	2031	5000	1	12	5
3034	2031	3500	1	14.4	5
3035	2031	0	1	24.9	1
3036	2031	7500	1	21.2	5
3037	2031	2100	1	34.53	5
3038	2031	2200	1	15	5
3039	2031	8600	1	60	5
3040	2031	4000	1	14.92	5
3041	2031	5895	1	12.45	2
3054	2031	4122.52400745139	1	8	5
3055	2031	60.0000000000001	1	7.5	2
3056	2031	7000	1	16	2
3057	2031	4057.1800702509	1	24	5
3061	2031	7477.03830685856	1	24.9	5
3062	2031	0	1	153	4
3063	2031	5800	1	7.28	4
3064	2031	3550	1	6	6
3065	2031	1	1	86	4
3068	2031	0	1	33	4
3074	2031	400	1	18	4
3075	2031	900	1	20.4	4
3081	2031	0	1	23.4	2
3087	2031	4050	1	24	3
3088	2031	4620	1	13.69	2
3089	2031	4860	1	23.496	3
3090	2031	165	1	131.8	4
3091	2031	105	1	135	4
3092	2031	110	1	129.3	4
3095	2031	503.848010880147	1	10.8	4
3099	2031	2000	1	2.7	1
3100	2031	6290.85868230988	1	200	5
3115	2031	5200	1	6.5	1
3116	2031	300	1	4.62	1
3119	2031	2200	1	33.8	4
3124	2031	7000	1	28.85	5
3132	2031	4600	1	12	3
3133	2031	800	1	7.5	2
3134	2031	3757.09592788999	1	17	2
3135	2031	5350	1	6.2	2
3136	2031	3050	1	6.704	2
3138	2031	7971	1	24	6
3139	2031	8502	1	24	6
3140	2031	6650	1	100	1
3141	2031	4200	1	6	1
3142	2031	1350	1	2.3	1
3143	2031	5340	1	55	1
3144	2031	100	1	2.4	1
3145	2031	3180	1	10.4	1
3148	2031	7800	1	23.902	5
3149	2031	7200	1	8.6	5
3150	2031	500	1	12	5
3151	2031	4000	1	9	5
3153	2031	4700	1	20	5
3154	2031	5200	1	20	5
3155	2031	7370	1	42.99	3
3159	2031	5764.96308415993	1	18	5
3160	2031	6700	1	15	1
3161	2031	2680	1	6	2
3162	2031	4500	1	280	2
3163	2031	363.57726311527	1	8	5
3164	2031	0	1	12	5
3165	2031	8389.6537725	1	16	5
3166	2031	6200	1	14.5	5
3167	2031	0	1	3.09	5
3169	2031	7500	1	92	5
3170	2031	2523	1	14	3
3171	2031	7911	1	18	3
3172	2031	5500	1	55	3
3173	2031	2000	1	20.5	4
3174	2031	3900	1	12.078	4
3175	2031	7230	1	2.12	2
3176	2031	7200	1	3.55	3
3177	2031	5850	1	24.9	5
3178	2031	3545.39265324867	1	6	2
3180	2031	5310	1	52.7	4
3181	2031	4500	1	2	4
3183	2031	4300	1	7.1	4
3184	2031	5035	1	12.504	3
3185	2031	4200	1	24	3
3186	2031	2528	1	162	6
3189	2031	1200	1	15.4	5
3190	2031	6500	1	35.84	5
3191	2031	5000	1	4.3	5
3192	2031	6300	1	16	5
3193	2031	6370	1	2.4	5
3194	2031	6000	1	25.8	5
3195	2031	5700	1	55.9	5
3199	2031	6500	1	300.24	5
3201	2031	7000	1	77.4	5
3202	2031	30	1	10.5	1
3204	2031	3510	1	25.2	4
3205	2031	500	1	4	5
3206	2031	6500	1	4.5	5
3207	2031	5600	1	6	7
3209	2031	1300	1	8.1	4
3211	2031	8050	1	16	5
3212	2031	2500	1	5.2	5
3213	2031	0	1	6.45	5
3214	2031	6900	1	12	1
3219	2031	5291.9792	1	72	7
3221	2031	5500	1	207.108	5
3222	2031	1310	1	33.9	4
3223	2031	2600	1	8	4
3224	2031	5500	1	30	7
3226	2031	7242	1	48.37	4
3227	2031	2200	1	8.2	3
3228	2031	8000	1	16	3
3229	2031	4200	1	8	5
3230	2031	6774	1	1.1	6
3231	2031	3270	1	13.93	5
3232	2031	5500	1	13.26	7
3240	2031	6742	1	3.9	4
3241	2031	6000	1	14.3	5
3580	2031	5000	1	480	4
3581	2031	0	1	198	4
3606	2031	4500	1	8.6	1
